transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue,Month,Weekday,Hour,store_location_enc,product_category_enc,Month_enc,Weekday_enc,Total_Sale,Peak_Time,Cluster,Sales_Class
15214,2023-01-27,11:55:42,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,Jan,Fri,11,0,0,2,0,4.5,1,0,0
85415,2023-05-05,17:01:32,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,May,Fri,17,1,8,5,0,2.5,0,1,0
38500,2023-03-08,08:54:36,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,Mar,Wed,8,0,2,4,6,6.0,1,0,1
124457,2023-06-10,06:45:47,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,Jun,Sat,6,1,2,3,2,3.0,0,0,0
131891,2023-06-16,07:46:19,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,Jun,Fri,7,2,8,3,0,8.0,1,0,1
50781,2023-03-25,11:14:56,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,Mar,Sat,11,1,2,4,2,3.75,1,0,0
46209,2023-03-18,18:26:20,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,Mar,Sat,18,2,8,4,2,5.0,0,1,1
138595,2023-06-21,10:45:03,1,3,Astoria,81,23.0,Branded,Clothing,I Need My Bean! T-shirt,23.0,Jun,Wed,10,0,1,3,6,23.0,1,2,1
47543,2023-03-20,15:31:30,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,Mar,Mon,15,0,2,4,1,3.1,0,1,0
85820,2023-05-06,10:12:39,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,May,Sat,10,2,2,5,2,3.5,1,0,0
18901,2023-02-03,16:48:53,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,Feb,Fri,16,2,4,1,0,9.0,0,1,1
127890,2023-06-12,18:03:58,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,Jun,Mon,18,1,0,3,1,3.75,0,1,0
44359,2023-03-16,09:41:01,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,Mar,Thu,9,0,2,4,4,2.5,1,0,0
145254,2023-06-27,08:59:34,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,Jun,Tue,8,1,0,3,5,3.75,1,0,0
63854,2023-04-11,11:17:45,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,Apr,Tue,11,2,5,0,5,0.8,1,0,0
119872,2023-06-06,10:10:26,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,Jun,Tue,10,1,2,3,5,6.0,1,0,1
10050,2023-01-18,11:01:05,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,Jan,Wed,11,0,2,2,6,5.0,1,0,1
100456,2023-05-19,08:41:25,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,May,Fri,8,1,8,5,0,5.0,1,0,1
63326,2023-04-11,06:06:29,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,Apr,Tue,6,2,8,0,5,6.0,0,0,1
33605,2023-02-28,16:47:54,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,Feb,Tue,16,1,2,1,5,2.5,0,1,0
37881,2023-03-07,09:04:06,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,Mar,Tue,9,1,2,4,5,7.5,1,0,1
80523,2023-05-01,09:16:51,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,May,Mon,9,2,8,5,1,2.5,1,0,0
8105,2023-01-15,09:40:12,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,Jan,Sun,9,1,2,2,3,8.5,1,0,1
44082,2023-03-16,06:46:53,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,Mar,Thu,6,1,2,4,4,3.0,0,0,0
102748,2023-05-21,09:21:17,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,May,Sun,9,0,8,5,3,8.0,1,0,1
76910,2023-04-26,13:51:11,1,5,Lower Manhattan,2,18.0,Coffee beans,House blend Beans,Our Old Time Diner Blend,18.0,Apr,Wed,13,2,3,0,6,18.0,0,2,1
82833,2023-05-03,12:02:16,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,May,Wed,12,2,0,5,6,3.25,0,0,0
25084,2023-02-14,10:04:21,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,Feb,Tue,10,1,4,1,5,3.75,1,0,0
121907,2023-06-08,06:34:49,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,Jun,Thu,6,1,4,3,4,3.75,0,0,0
81884,2023-05-02,13:33:44,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,May,Tue,13,2,4,5,5,9.0,0,1,1
10847,2023-01-19,18:18:51,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,Jan,Thu,18,0,2,2,4,3.0,0,1,0
143689,2023-06-25,17:42:50,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,Jun,Sun,17,0,2,3,3,4.9,0,1,1
141304,2023-06-23,18:03:54,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,9.0,Jun,Fri,18,2,8,3,0,9.0,0,1,1
61030,2023-04-08,10:43:40,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,Apr,Sat,10,1,2,0,2,7.5,1,0,1
17376,2023-02-01,08:33:08,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,Feb,Wed,8,2,8,1,6,3.0,1,0,0
78498,2023-04-28,12:42:01,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,Apr,Fri,12,1,0,0,0,3.25,0,0,0
47099,2023-03-20,08:35:47,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,Mar,Mon,8,1,0,4,1,3.75,1,0,0
62364,2023-04-09,18:53:10,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,Apr,Sun,18,0,0,0,3,3.5,0,1,0
29034,2023-02-20,18:14:30,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,Feb,Mon,18,1,2,1,1,2.0,0,1,0
135781,2023-06-19,08:25:31,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,Jun,Mon,8,1,2,3,1,3.5,1,0,0
17525,2023-02-01,12:46:26,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,Feb,Wed,12,0,2,1,6,2.5,0,0,0
146502,2023-06-28,09:43:18,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,Jun,Wed,9,2,2,3,6,3.0,1,0,0
109457,2023-05-27,10:37:30,1,5,Lower Manhattan,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,21.0,May,Sat,10,2,3,5,2,21.0,1,2,1
132796,2023-06-16,15:42:18,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,Jun,Fri,15,0,2,3,0,7.5,0,1,1
23018,2023-02-10,19:58:54,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,Feb,Fri,19,1,8,1,0,5.0,0,1,1
119694,2023-06-05,19:52:51,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,Jun,Mon,19,1,2,3,1,6.0,0,1,1
3223,2023-01-06,18:53:01,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,Jan,Fri,18,0,0,2,0,3.25,0,1,0
51830,2023-03-27,07:49:34,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,Mar,Mon,7,2,2,4,1,6.2,1,0,1
59366,2023-04-06,14:06:32,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,Apr,Thu,14,1,2,0,4,6.0,0,1,1
36562,2023-03-05,11:25:35,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,Mar,Sun,11,0,2,4,3,2.0,1,0,0
33665,2023-02-28,18:04:49,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,Feb,Tue,18,0,8,1,5,5.0,0,1,1
56851,2023-04-03,11:40:02,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,Apr,Mon,11,0,4,0,1,7.5,1,0,1
73412,2023-04-22,13:13:50,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,Apr,Sat,13,1,2,0,2,3.0,0,1,0
96801,2023-05-16,07:39:57,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,May,Tue,7,0,2,5,5,2.0,1,0,0
148124,2023-06-29,16:51:31,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,Jun,Thu,16,0,8,3,4,3.0,0,1,0
3741,2023-01-07,16:07:02,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,Jan,Sat,16,0,2,2,2,6.2,0,1,1
23755,2023-02-12,09:02:33,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,Feb,Sun,9,0,2,1,3,6.0,1,0,1
132095,2023-06-16,08:57:02,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,Jun,Fri,8,0,2,3,0,4.0,1,0,0
147304,2023-06-28,19:17:17,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1,Jun,Wed,19,1,2,3,6,2.1,0,1,0
29855,2023-02-22,09:51:44,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,Feb,Wed,9,1,2,1,6,6.0,1,0,1
102359,2023-05-20,18:31:12,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,May,Sat,18,0,2,5,2,3.75,0,1,0
15630,2023-01-28,11:26:45,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,Jan,Sat,11,2,0,2,2,3.75,1,0,0
121720,2023-06-07,16:34:59,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,Jun,Wed,16,1,2,3,6,2.0,0,1,0
87720,2023-05-08,06:35:56,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,May,Mon,6,1,8,5,1,3.0,0,0,0
76349,2023-04-26,06:56:50,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,Apr,Wed,6,1,0,0,6,3.25,0,0,0
52952,2023-03-28,15:30:48,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,Mar,Tue,15,1,4,4,5,3.5,0,1,0
107564,2023-05-25,15:09:44,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,May,Thu,15,2,2,5,4,4.4,0,1,0
4365,2023-01-08,18:52:57,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,Jan,Sun,18,0,2,2,3,3.75,0,1,0
22662,2023-02-10,09:42:32,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,Feb,Fri,9,1,8,1,0,6.0,1,0,1
99752,2023-05-18,13:39:43,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,May,Thu,13,2,0,5,4,3.75,0,1,0
79531,2023-04-29,17:51:32,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,Apr,Sat,17,0,8,0,2,5.0,0,1,1
103646,2023-05-22,07:42:51,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,May,Mon,7,1,4,5,1,9.5,1,0,1
30023,2023-02-22,14:03:45,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,Feb,Wed,14,0,8,1,6,6.2,0,1,1
57533,2023-04-04,09:25:39,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,Apr,Tue,9,2,2,0,5,6.0,1,0,1
50651,2023-03-25,09:30:32,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,Mar,Sat,9,1,4,4,2,4.75,1,0,1
130043,2023-06-14,11:04:26,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,Jun,Wed,11,0,4,3,6,4.75,1,0,1
83152,2023-05-03,15:34:13,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,May,Wed,15,2,8,5,6,2.55,0,1,0
25519,2023-02-15,08:15:24,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,Feb,Wed,8,1,2,1,6,7.0,1,0,1
35069,2023-03-03,07:13:26,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,Mar,Fri,7,2,2,4,0,6.0,1,0,1
52980,2023-03-28,16:02:17,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,Mar,Tue,16,1,0,4,5,3.5,0,1,0
100355,2023-05-19,08:11:52,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,May,Fri,8,2,2,5,0,6.0,1,0,1
92900,2023-05-12,12:24:51,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,May,Fri,12,1,0,5,0,3.75,0,0,0
106885,2023-05-25,07:16:55,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,May,Thu,7,2,2,5,4,6.0,1,0,1
97041,2023-05-16,09:08:28,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,May,Tue,9,1,8,5,5,2.5,1,0,0
48392,2023-03-22,07:05:17,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,Mar,Wed,7,1,4,4,6,7.0,1,0,1
97152,2023-05-16,09:46:08,1,5,Lower Manhattan,5,15.0,Coffee beans,Gourmet Beans,Columbian Medium Roast,15.0,May,Tue,9,2,3,5,5,15.0,1,2,1
53839,2023-03-30,07:36:05,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,Mar,Thu,7,1,2,4,4,3.0,1,0,0
29259,2023-02-21,09:28:50,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,Feb,Tue,9,1,0,1,5,3.25,1,0,0
95495,2023-05-15,06:07:43,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,May,Mon,6,2,0,5,1,3.75,0,0,0
76840,2023-04-26,12:43:14,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,Apr,Wed,12,0,2,0,6,7.0,0,0,1
102467,2023-05-21,07:18:23,1,5,Lower Manhattan,14,8.95,Loose Tea,Black tea,Earl Grey,8.95,May,Sun,7,2,6,5,3,8.95,1,0,1
2997,2023-01-06,14:09:32,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,Jan,Fri,14,1,2,2,0,2.2,0,1,0
97749,2023-05-16,17:29:11,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,May,Tue,17,0,2,5,5,3.0,0,1,0
71367,2023-04-20,08:25:54,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,Apr,Thu,8,1,8,0,4,6.0,1,0,1
45888,2023-03-18,10:19:25,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,Mar,Sat,10,1,8,4,2,8.0,1,0,1
29596,2023-02-21,18:07:03,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,Feb,Tue,18,2,0,1,5,4.5,0,1,0
13795,2023-01-25,07:40:42,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,Jan,Wed,7,0,8,2,6,2.5,1,0,0
125634,2023-06-11,06:28:30,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,Jun,Sun,6,2,2,3,3,3.0,0,0,0
126394,2023-06-11,12:06:41,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,Jun,Sun,12,2,2,3,3,3.75,0,0,0
95509,2023-05-15,06:20:33,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,May,Mon,6,2,5,5,1,0.8,0,0,0
123572,2023-06-09,09:24:12,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,Jun,Fri,9,1,2,3,0,2.0,1,0,0
94759,2023-05-14,09:24:04,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,May,Sun,9,2,8,5,3,3.0,1,0,0
63259,2023-04-10,17:55:03,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,Apr,Mon,17,1,8,0,1,2.5,0,1,0
94971,2023-05-14,10:17:54,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,May,Sun,10,1,8,5,3,3.0,1,0,0
108295,2023-05-26,10:17:56,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,11.25,May,Fri,10,2,2,5,0,11.25,1,0,1
65910,2023-04-13,20:07:31,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,Apr,Thu,20,1,8,0,4,2.5,0,1,0
3731,2023-01-07,15:38:25,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,Jan,Sat,15,0,8,2,2,2.5,0,1,0
100197,2023-05-19,07:16:27,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,May,Fri,7,2,2,5,0,7.5,1,0,1
144584,2023-06-26,13:37:29,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,Jun,Mon,13,0,0,3,1,3.25,0,1,0
62325,2023-04-09,17:50:27,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,Apr,Sun,17,2,2,0,3,7.5,0,1,1
24819,2023-02-14,08:10:25,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,Feb,Tue,8,0,0,1,5,3.25,1,0,0
94357,2023-05-13,19:02:24,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,May,Sat,19,0,2,5,2,7.5,0,1,1
139292,2023-06-22,08:01:16,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,Jun,Thu,8,0,2,3,4,7.5,1,0,1
118,2023-01-01,11:12:29,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,Jan,Sun,11,0,8,2,3,3.0,1,0,0
115718,2023-06-02,14:11:47,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,Jun,Fri,14,1,2,3,0,7.5,0,1,1
15015,2023-01-27,09:12:01,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,Jan,Fri,9,1,2,2,0,3.5,1,0,0
140868,2023-06-23,11:28:32,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,Jun,Fri,11,0,2,3,0,7.5,1,0,1
29948,2023-02-22,11:54:08,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,Feb,Wed,11,0,2,1,6,6.0,1,0,1
133156,2023-06-17,07:17:53,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,Jun,Sat,7,0,8,3,2,3.1,1,0,0
84139,2023-05-04,14:48:08,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,May,Thu,14,0,2,5,4,3.75,0,1,0
77832,2023-04-27,13:38:24,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,Apr,Thu,13,1,8,0,4,3.0,0,1,0
22656,2023-02-10,09:40:28,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,Feb,Fri,9,1,5,1,0,0.8,1,0,0
64696,2023-04-12,11:59:11,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,Apr,Wed,11,2,2,0,6,6.0,1,0,1
121650,2023-06-07,15:00:08,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,Jun,Wed,15,1,8,3,6,5.1,0,1,1
101536,2023-05-20,08:43:27,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,May,Sat,8,1,2,5,2,4.0,1,0,0
32132,2023-02-26,09:15:04,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,Feb,Sun,9,2,2,1,3,4.9,1,0,1
107601,2023-05-25,15:44:38,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,May,Thu,15,0,8,5,4,3.0,0,1,0
77902,2023-04-27,15:11:58,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,Apr,Thu,15,0,8,0,4,3.0,0,1,0
103216,2023-05-21,14:07:42,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,May,Sun,14,1,0,5,3,3.75,0,1,0
38386,2023-03-08,07:31:23,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,Mar,Wed,7,2,2,4,6,5.0,1,0,1
4234,2023-01-08,14:12:38,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,Jan,Sun,14,0,4,2,3,4.5,0,1,0
91011,2023-05-10,16:29:53,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,May,Wed,16,0,2,5,6,2.0,0,1,0
123909,2023-06-09,11:03:20,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,Jun,Fri,11,2,2,3,0,4.25,1,0,0
20308,2023-02-06,12:11:57,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,Feb,Mon,12,2,8,1,1,5.0,0,0,1
136124,2023-06-19,10:26:26,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8,Jun,Mon,10,2,5,3,1,0.8,1,0,0
24746,2023-02-13,18:16:24,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,Feb,Mon,18,1,8,1,1,2.55,0,1,0
21502,2023-02-08,10:57:52,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,Feb,Wed,10,1,2,1,6,3.0,1,0,0
110069,2023-05-27,19:41:46,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,May,Sat,19,0,4,5,2,9.5,0,1,1
55656,2023-04-01,17:17:19,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,Apr,Sat,17,1,8,0,2,8.0,0,1,1
109311,2023-05-27,09:49:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,May,Sat,9,1,0,5,2,3.75,1,0,0
97231,2023-05-16,10:14:40,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,May,Tue,10,1,2,5,5,2.2,1,0,0
93102,2023-05-12,16:24:59,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,May,Fri,16,2,2,5,0,3.75,0,1,0
77945,2023-04-27,15:46:25,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,Apr,Thu,15,1,2,0,4,3.75,0,1,0
41578,2023-03-12,10:28:40,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,Mar,Sun,10,1,8,4,3,5.0,1,0,1
49388,2023-03-23,12:00:58,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,Mar,Thu,12,0,0,4,4,3.75,0,0,0
16077,2023-01-29,10:44:36,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,Jan,Sun,10,0,4,2,3,3.5,1,0,0
72599,2023-04-21,11:32:18,3,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,9.0,Apr,Fri,11,2,2,0,0,9.0,1,0,1
58606,2023-04-05,13:56:33,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,Apr,Wed,13,1,2,0,6,3.75,0,1,0
79948,2023-04-30,09:54:07,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,Apr,Sun,9,2,8,0,3,6.0,1,0,1
149365,2023-06-30,18:07:16,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,Jun,Fri,18,0,2,3,0,4.4,0,1,0
100417,2023-05-19,08:30:49,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,May,Fri,8,0,2,5,0,6.2,1,0,1
22518,2023-02-10,08:11:28,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,Feb,Fri,8,0,8,1,0,2.55,1,0,0
